run_date,run_at,source,zone,target,model,model_label,covariate_case,context_hours,timestamp,forecast_mw,tso_forecast_mw,actual_mw,context_start,context_end
2026-08-29,2026-08-31T08:06:11+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-29 16:00:00+00:00,8491.7,8491.7,,2026-05-29 16:00:00+00:00,2026-08-29 15:00:00+00:00
2026-08-29,2026-08-31T08:06:11+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-29 17:00:00+00:00,8392.49,8392.49,,2026-05-29 16:00:00+00:00,2026-08-29 15:00:00+00:00
2026-08-29,2026-08-31T08:06:11+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-29 18:00:00+00:00,8217.6375,8217.6375,,2026-05-29 16:00:00+00:00,2026-08-29 15:00:00+00:00
2026-08-29,2026-08-31T08:06:11+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-29 19:00:00+00:00,8270.335,8270.335,,2026-05-29 16:00:00+00:00,2026-08-29 15:00:00+00:00
2026-08-29,2026-08-31T08:06:11+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-29 20:00:00+00:00,8068.37,8068.37,,2026-05-29 16:00:00+00:00,2026-08-29 15:00:00+00:00
2026-08-29,2026-08-31T08:06:11+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-29 21:00:00+00:00,7762.875,7762.875,,2026-05-29 16:00:00+00:00,2026-08-29 15:00:00+00:00
2026-08-29,2026-08-31T08:06:11+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-29 22:00:00+00:00,7439.0675,7439.0675,,2026-05-29 16:00:00+00:00,2026-08-29 15:00:00+00:00
2026-08-29,2026-08-31T08:06:11+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-29 23:00:00+00:00,7237.5975,7237.5975,,2026-05-29 16:00:00+00:00,2026-08-29 15:00:00+00:00
2026-08-29,2026-08-31T08:06:11+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-30 00:00:00+00:00,6947.9575,6947.9575,,2026-05-29 16:00:00+00:00,2026-08-29 15:00:00+00:00
2026-08-29,2026-08-31T08:06:11+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-30 01:00:00+00:00,6847.6125,6847.6125,,2026-05-29 16:00:00+00:00,2026-08-29 15:00:00+00:00
2026-08-29,2026-08-31T08:06:11+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-30 02:00:00+00:00,6828.2075,6828.2075,,2026-05-29 16:00:00+00:00,2026-08-29 15:00:00+00:00
2026-08-29,2026-08-31T08:06:11+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-30 03:00:00+00:00,6864.385,6864.385,,2026-05-29 16:00:00+00:00,2026-08-29 15:00:00+00:00
