run_date,run_at,source,zone,target,model,model_label,covariate_case,context_hours,timestamp,forecast_mw,tso_forecast_mw,actual_mw,context_start,context_end
2026-09-25,2026-09-25T20:08:19+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-25 16:00:00+00:00,9593.825,9593.825,,2026-06-25 15:00:00+00:00,2026-09-25 15:00:00+00:00
2026-09-25,2026-09-25T20:08:19+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-25 17:00:00+00:00,9385.4275,9385.4275,,2026-06-25 15:00:00+00:00,2026-09-25 15:00:00+00:00
2026-09-25,2026-09-25T20:08:19+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-25 18:00:00+00:00,9257.3,9257.3,,2026-06-25 15:00:00+00:00,2026-09-25 15:00:00+00:00
2026-09-25,2026-09-25T20:08:19+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-25 19:00:00+00:00,8872.1075,8872.1075,,2026-06-25 15:00:00+00:00,2026-09-25 15:00:00+00:00
2026-09-25,2026-09-25T20:08:19+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-25 20:00:00+00:00,8557.766666666668,8557.766666666668,,2026-06-25 15:00:00+00:00,2026-09-25 15:00:00+00:00
2026-09-25,2026-09-25T20:08:19+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-25 21:00:00+00:00,8095.1525,8095.1525,,2026-06-25 15:00:00+00:00,2026-09-25 15:00:00+00:00
2026-09-25,2026-09-25T20:08:19+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-25 22:00:00+00:00,7685.54,7685.54,,2026-06-25 15:00:00+00:00,2026-09-25 15:00:00+00:00
2026-09-25,2026-09-25T20:08:19+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-25 23:00:00+00:00,7392.79,7392.79,,2026-06-25 15:00:00+00:00,2026-09-25 15:00:00+00:00
2026-09-25,2026-09-25T20:08:19+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-26 00:00:00+00:00,7093.2375,7093.2375,,2026-06-25 15:00:00+00:00,2026-09-25 15:00:00+00:00
2026-09-25,2026-09-25T20:08:19+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-26 01:00:00+00:00,7046.12,7046.12,,2026-06-25 15:00:00+00:00,2026-09-25 15:00:00+00:00
