run_date,run_at,source,zone,target,model,model_label,covariate_case,context_hours,timestamp,forecast_mw,tso_forecast_mw,actual_mw,context_start,context_end
2026-09-03,2026-09-06 03:24:26+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-03 16:00:00+00:00,10358.22,10358.22,10413.28,2026-06-03 16:00:00+00:00,2026-09-03 15:00:00+00:00
2026-09-03,2026-09-06 03:24:26+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-03 17:00:00+00:00,9876.275,9876.275,10173.18,2026-06-03 16:00:00+00:00,2026-09-03 15:00:00+00:00
2026-09-03,2026-09-06 03:24:26+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-03 18:00:00+00:00,9751.2675,9751.2675,9774.5775,2026-06-03 16:00:00+00:00,2026-09-03 15:00:00+00:00
2026-09-03,2026-09-06 03:24:26+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-03 19:00:00+00:00,9771.76,9771.76,9769.99,2026-06-03 16:00:00+00:00,2026-09-03 15:00:00+00:00
2026-09-03,2026-09-06 03:24:26+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-03 20:00:00+00:00,9115.605,9115.605,9227.31,2026-06-03 16:00:00+00:00,2026-09-03 15:00:00+00:00
2026-09-03,2026-09-06 03:24:26+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-03 21:00:00+00:00,8668.0375,8668.0375,8854.156666666668,2026-06-03 16:00:00+00:00,2026-09-03 15:00:00+00:00
2026-09-03,2026-09-06 03:24:26+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-03 22:00:00+00:00,8039.655,8039.655,8554.45,2026-06-03 16:00:00+00:00,2026-09-03 15:00:00+00:00
2026-09-03,2026-09-06 03:24:26+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-03 23:00:00+00:00,7807.795,7807.795,8282.699999999999,2026-06-03 16:00:00+00:00,2026-09-03 15:00:00+00:00
2026-09-03,2026-09-06 03:24:26+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-04 00:00:00+00:00,7710.085,7710.085,8049.375,2026-06-03 16:00:00+00:00,2026-09-03 15:00:00+00:00
2026-09-03,2026-09-06 03:24:26+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-04 01:00:00+00:00,7693.8425,7693.8425,7910.226666666667,2026-06-03 16:00:00+00:00,2026-09-03 15:00:00+00:00
2026-09-03,2026-09-06 03:24:26+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-04 02:00:00+00:00,7826.5975,7826.5975,7919.77,2026-06-03 16:00:00+00:00,2026-09-03 15:00:00+00:00
2026-09-03,2026-09-06 03:24:26+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-04 03:00:00+00:00,8146.3475,8146.3475,8199.817500000001,2026-06-03 16:00:00+00:00,2026-09-03 15:00:00+00:00
2026-09-03,2026-09-06 03:24:26+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-04 04:00:00+00:00,8658.58,8658.58,9082.3625,2026-06-03 16:00:00+00:00,2026-09-03 15:00:00+00:00
2026-09-03,2026-09-06 03:24:26+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-04 05:00:00+00:00,9300.5675,9300.5675,9690.823333333334,2026-06-03 16:00:00+00:00,2026-09-03 15:00:00+00:00
2026-09-03,2026-09-06 03:24:26+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-04 06:00:00+00:00,10075.963333333331,10075.963333333331,10382.435,2026-06-03 16:00:00+00:00,2026-09-03 15:00:00+00:00
