run_date,run_at,source,zone,target,model,model_label,covariate_case,context_hours,timestamp,forecast_mw,tso_forecast_mw,actual_mw,context_start,context_end
2026-09-06,2026-09-06 18:35:49+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-06 16:00:00+00:00,8258.7875,8258.7875,8256.47,2026-06-06 16:00:00+00:00,2026-09-06 15:00:00+00:00
2026-09-06,2026-09-06 18:35:49+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-06 17:00:00+00:00,8449.5575,8449.5575,8301.346666666666,2026-06-06 16:00:00+00:00,2026-09-06 15:00:00+00:00
2026-09-06,2026-09-06 18:35:49+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-06 18:00:00+00:00,8534.44,8534.44,8460.5175,2026-06-06 16:00:00+00:00,2026-09-06 15:00:00+00:00
2026-09-06,2026-09-06 18:35:49+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-06 19:00:00+00:00,8350.55,8350.55,8389.46,2026-06-06 16:00:00+00:00,2026-09-06 15:00:00+00:00
2026-09-06,2026-09-06 18:35:49+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-06 20:00:00+00:00,8048.7175,8048.7175,8173.58,2026-06-06 16:00:00+00:00,2026-09-06 15:00:00+00:00
2026-09-06,2026-09-06 18:35:49+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-06 21:00:00+00:00,7695.5975,7695.5975,7813.553333333333,2026-06-06 16:00:00+00:00,2026-09-06 15:00:00+00:00
2026-09-06,2026-09-06 18:35:49+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-06 22:00:00+00:00,7384.225,7384.225,7612.97,2026-06-06 16:00:00+00:00,2026-09-06 15:00:00+00:00
2026-09-06,2026-09-06 18:35:49+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-06 23:00:00+00:00,7168.825,7168.825,7432.41,2026-06-06 16:00:00+00:00,2026-09-06 15:00:00+00:00
2026-09-06,2026-09-06 18:35:49+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-07 00:00:00+00:00,7019.175,7019.175,7201.545,2026-06-06 16:00:00+00:00,2026-09-06 15:00:00+00:00
2026-09-06,2026-09-06 18:35:49+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-07 01:00:00+00:00,6918.952499999999,6918.952499999999,7103.203333333334,2026-06-06 16:00:00+00:00,2026-09-06 15:00:00+00:00
2026-09-06,2026-09-06 18:35:49+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-07 02:00:00+00:00,6906.115,6906.115,7210.91,2026-06-06 16:00:00+00:00,2026-09-06 15:00:00+00:00
2026-09-06,2026-09-06 18:35:49+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-07 03:00:00+00:00,7387.344999999999,7387.344999999999,7512.8125,2026-06-06 16:00:00+00:00,2026-09-06 15:00:00+00:00
2026-09-06,2026-09-06 18:35:49+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-07 04:00:00+00:00,8279.8525,8279.8525,8274.0625,2026-06-06 16:00:00+00:00,2026-09-06 15:00:00+00:00
2026-09-06,2026-09-06 18:35:49+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-07 05:00:00+00:00,8997.6475,8997.6475,9166.55,2026-06-06 16:00:00+00:00,2026-09-06 15:00:00+00:00
2026-09-06,2026-09-06 18:35:49+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-07 06:00:00+00:00,9741.32,9741.32,10161.555,2026-06-06 16:00:00+00:00,2026-09-06 15:00:00+00:00
2026-09-06,2026-09-06 18:35:49+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-07 07:00:00+00:00,10297.72,10297.72,10394.336666666668,2026-06-06 16:00:00+00:00,2026-09-06 15:00:00+00:00
2026-09-06,2026-09-06 18:35:49+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-07 08:00:00+00:00,10461.9325,10461.9325,10671.025,2026-06-06 16:00:00+00:00,2026-09-06 15:00:00+00:00
2026-09-06,2026-09-06 18:35:49+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-07 09:00:00+00:00,10598.4,10598.4,11111.705,2026-06-06 16:00:00+00:00,2026-09-06 15:00:00+00:00
2026-09-06,2026-09-06 18:35:49+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-07 10:00:00+00:00,10669.7825,10669.7825,11317.49,2026-06-06 16:00:00+00:00,2026-09-06 15:00:00+00:00
2026-09-06,2026-09-06 18:35:49+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-07 11:00:00+00:00,10440.065,10440.065,11343.9075,2026-06-06 16:00:00+00:00,2026-09-06 15:00:00+00:00
2026-09-06,2026-09-06 18:35:49+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-07 12:00:00+00:00,10137.84,10137.84,11122.19,2026-06-06 16:00:00+00:00,2026-09-06 15:00:00+00:00
2026-09-06,2026-09-06 18:35:49+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-07 13:00:00+00:00,9841.1325,9841.1325,10391.1225,2026-06-06 16:00:00+00:00,2026-09-06 15:00:00+00:00
2026-09-06,2026-09-06 18:35:49+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-07 14:00:00+00:00,9656.175,9656.175,9927.156666666668,2026-06-06 16:00:00+00:00,2026-09-06 15:00:00+00:00
2026-09-06,2026-09-06 18:35:49+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-09-07 15:00:00+00:00,9651.705,9651.705,10146.473333333332,2026-06-06 16:00:00+00:00,2026-09-06 15:00:00+00:00
2026-09-06,2026-09-06 18:35:49+00:00,online,BE,load,persistence,Persistence,weekly_persistence,2208,2026-09-06 16:00:00+00:00,8194.74,8258.7875,8256.47,2026-06-06 16:00:00+00:00,2026-09-06 15:00:00+00:00
2026-09-06,2026-09-06 18:35:49+00:00,online,BE,load,persistence,Persistence,weekly_persistence,2208,2026-09-06 17:00:00+00:00,8458.5,8449.5575,8301.346666666666,2026-06-06 16:00:00+00:00,2026-09-06 15:00:00+00:00
2026-09-06,2026-09-06 18:35:49+00:00,online,BE,load,persistence,Persistence,weekly_persistence,2208,2026-09-06 18:00:00+00:00,8179.486666666667,8534.44,8460.5175,2026-06-06 16:00:00+00:00,2026-09-06 15:00:00+00:00
2026-09-06,2026-09-06 18:35:49+00:00,online,BE,load,persistence,Persistence,weekly_persistence,2208,2026-09-06 19:00:00+00:00,8114.3,8350.55,8389.46,2026-06-06 16:00:00+00:00,2026-09-06 15:00:00+00:00
2026-09-06,2026-09-06 18:35:49+00:00,online,BE,load,persistence,Persistence,weekly_persistence,2208,2026-09-06 20:00:00+00:00,8109.055,8048.7175,8173.58,2026-06-06 16:00:00+00:00,2026-09-06 15:00:00+00:00
2026-09-06,2026-09-06 18:35:49+00:00,online,BE,load,persistence,Persistence,weekly_persistence,2208,2026-09-06 21:00:00+00:00,7791.1825,7695.5975,7813.553333333333,2026-06-06 16:00:00+00:00,2026-09-06 15:00:00+00:00
