source,run_date,run_at,zone,target,model,model_label,covariate_case,context_hours,timestamp,forecast_mw,actual_mw,tso_forecast_mw,context_start,context_end
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-29 18:00:00+00:00,10221.48,10517.3425,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-29 19:00:00+00:00,9698.88,9946.9625,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-29 20:00:00+00:00,9270.08,9461.1075,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-29 21:00:00+00:00,9239.35,9275.8,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-29 22:00:00+00:00,9145.87,9057.455,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-29 23:00:00+00:00,8872.385,8735.747500000001,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-30 00:00:00+00:00,8017.389999999999,8326.0075,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-30 01:00:00+00:00,7687.1925,7945.655,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-30 02:00:00+00:00,7524.0625,7788.64,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-30 03:00:00+00:00,7543.885,7852.237499999999,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-30 04:00:00+00:00,7853.4775,8159.0075,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-30 05:00:00+00:00,8483.825,8705.6725,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-30 06:00:00+00:00,9030.0225,9271.7175,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-30 07:00:00+00:00,9787.255,9956.3975,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-30 08:00:00+00:00,10229.615,10577.87,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-30 09:00:00+00:00,10419.135,10888.4,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-30 10:00:00+00:00,10489.5725,11226.68,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-30 11:00:00+00:00,10498.29,11210.6675,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-30 12:00:00+00:00,10382.8075,10977.4925,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-30 13:00:00+00:00,10173.98,10424.57,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-30 14:00:00+00:00,10128.2625,10074.1225,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-30 15:00:00+00:00,10273.5875,10085.83,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-30 16:00:00+00:00,10750.7075,10675.1625,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-30 17:00:00+00:00,10732.6225,10785.965,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,FR,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-29 18:00:00+00:00,73575.0,73674.38,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,FR,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-29 19:00:00+00:00,70162.5,70719.57,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,FR,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-29 20:00:00+00:00,67050.0,67922.75,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,FR,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-29 21:00:00+00:00,66387.5,68297.7875,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,FR,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-29 22:00:00+00:00,67150.0,67832.435,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,FR,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-29 23:00:00+00:00,66712.5,66060.2775,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,FR,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-30 00:00:00+00:00,64712.5,64328.2125,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,FR,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-30 01:00:00+00:00,63700.0,62735.88,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,FR,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-30 02:00:00+00:00,61662.5,60654.175,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,FR,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-30 03:00:00+00:00,60837.5,59882.6875,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,FR,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-30 04:00:00+00:00,62212.5,61257.5425,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,FR,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-30 05:00:00+00:00,65012.5,64202.81,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,FR,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-30 06:00:00+00:00,68587.5,67293.4375,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,FR,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-30 07:00:00+00:00,71425.0,70191.1375,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,FR,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-30 08:00:00+00:00,73262.5,72298.2675,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,FR,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-30 09:00:00+00:00,74300.0,73337.32,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
historical_mock_realized,2025-12-29,2025-12-29 18:00:00+00:00,FR,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-30 10:00:00+00:00,74275.0,73352.44499999999,,2025-09-28 18:00:00+00:00,2025-12-29 17:00:00+00:00
