run_date,run_at,source,zone,target,model,model_label,covariate_case,context_hours,timestamp,forecast_mw,tso_forecast_mw,actual_mw,context_start,context_end
2026-08-08,2026-08-11 09:36:44+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-08 16:00:00+00:00,8169.4575,8169.4575,8055.0125,2026-05-08 16:00:00+00:00,2026-08-08 15:00:00+00:00
2026-08-08,2026-08-11 09:36:44+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-08 17:00:00+00:00,8154.89,8154.89,8088.105,2026-05-08 16:00:00+00:00,2026-08-08 15:00:00+00:00
2026-08-08,2026-08-11 09:36:44+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-08 18:00:00+00:00,8030.842500000001,8030.842500000001,7849.3075,2026-05-08 16:00:00+00:00,2026-08-08 15:00:00+00:00
2026-08-08,2026-08-11 09:36:44+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-08 19:00:00+00:00,7951.0875,7951.0875,7752.79,2026-05-08 16:00:00+00:00,2026-08-08 15:00:00+00:00
2026-08-08,2026-08-11 09:36:44+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-08 20:00:00+00:00,7949.3075,7949.3075,7831.165,2026-05-08 16:00:00+00:00,2026-08-08 15:00:00+00:00
2026-08-08,2026-08-11 09:36:44+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-08 21:00:00+00:00,7677.15,7677.15,7544.25,2026-05-08 16:00:00+00:00,2026-08-08 15:00:00+00:00
2026-08-08,2026-08-11 09:36:44+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-08 22:00:00+00:00,6981.365,6981.365,7166.26,2026-05-08 16:00:00+00:00,2026-08-08 15:00:00+00:00
2026-08-08,2026-08-11 09:36:44+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-08 23:00:00+00:00,6715.0275,6715.0275,6891.175,2026-05-08 16:00:00+00:00,2026-08-08 15:00:00+00:00
2026-08-08,2026-08-11 09:36:44+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-09 00:00:00+00:00,6598.705,6598.705,6690.34,2026-05-08 16:00:00+00:00,2026-08-08 15:00:00+00:00
2026-08-08,2026-08-11 09:36:44+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-09 01:00:00+00:00,6416.9725,6416.9725,6630.95,2026-05-08 16:00:00+00:00,2026-08-08 15:00:00+00:00
2026-08-08,2026-08-11 09:36:44+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-09 02:00:00+00:00,6363.85,6363.85,6572.445,2026-05-08 16:00:00+00:00,2026-08-08 15:00:00+00:00
2026-08-08,2026-08-11 09:36:44+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-09 03:00:00+00:00,6426.22,6426.22,6573.8875,2026-05-08 16:00:00+00:00,2026-08-08 15:00:00+00:00
2026-08-08,2026-08-11 09:36:44+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-09 04:00:00+00:00,6534.7575,6534.7575,6549.4125,2026-05-08 16:00:00+00:00,2026-08-08 15:00:00+00:00
2026-08-08,2026-08-11 09:36:44+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-09 05:00:00+00:00,6740.1975,6740.1975,6798.2275,2026-05-08 16:00:00+00:00,2026-08-08 15:00:00+00:00
2026-08-08,2026-08-11 09:36:44+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-09 06:00:00+00:00,7001.4725,7001.4725,7167.4725,2026-05-08 16:00:00+00:00,2026-08-08 15:00:00+00:00
2026-08-08,2026-08-11 09:36:44+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-09 07:00:00+00:00,7493.505,7493.505,7803.469999999999,2026-05-08 16:00:00+00:00,2026-08-08 15:00:00+00:00
2026-08-08,2026-08-11 09:36:44+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-09 08:00:00+00:00,7981.965,7981.965,8514.7,2026-05-08 16:00:00+00:00,2026-08-08 15:00:00+00:00
2026-08-08,2026-08-11 09:36:44+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-09 09:00:00+00:00,8455.985,8455.985,8674.83,2026-05-08 16:00:00+00:00,2026-08-08 15:00:00+00:00
2026-08-08,2026-08-11 09:36:44+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-09 10:00:00+00:00,8698.869999999999,8698.869999999999,8566.59,2026-05-08 16:00:00+00:00,2026-08-08 15:00:00+00:00
2026-08-08,2026-08-11 09:36:44+00:00,online,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-09 11:00:00+00:00,8739.805,8739.805,8885.61,2026-05-08 16:00:00+00:00,2026-08-08 15:00:00+00:00
