run_date,run_at,zone,target,model,model_label,covariate_case,context_hours,timestamp,forecast_mw,tso_forecast_mw,actual_mw,context_start,context_end,source
2026-07-31,2026-08-10 08:09:06+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-07-31 18:00:00+00:00,8963.305,8963.305,,2026-04-30 18:00:00+00:00,2026-07-31 17:00:00+00:00,online
2026-07-31,2026-08-10 08:09:06+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-07-31 19:00:00+00:00,8717.49,8717.49,,2026-04-30 18:00:00+00:00,2026-07-31 17:00:00+00:00,online
2026-07-31,2026-08-10 08:09:06+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-07-31 20:00:00+00:00,8689.4475,8689.4475,,2026-04-30 18:00:00+00:00,2026-07-31 17:00:00+00:00,online
2026-07-31,2026-08-10 08:09:06+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-07-31 21:00:00+00:00,8353.23,8353.23,,2026-04-30 18:00:00+00:00,2026-07-31 17:00:00+00:00,online
2026-07-31,2026-08-10 08:09:06+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-07-31 22:00:00+00:00,7903.0825,7903.0825,,2026-04-30 18:00:00+00:00,2026-07-31 17:00:00+00:00,online
2026-07-31,2026-08-10 08:09:06+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-07-31 23:00:00+00:00,7572.4425,7572.4425,,2026-04-30 18:00:00+00:00,2026-07-31 17:00:00+00:00,online
2026-07-31,2026-08-10 08:09:06+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-01 00:00:00+00:00,7060.6775,7060.6775,,2026-04-30 18:00:00+00:00,2026-07-31 17:00:00+00:00,online
2026-07-31,2026-08-10 08:09:06+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-01 01:00:00+00:00,6972.8675,6972.8675,,2026-04-30 18:00:00+00:00,2026-07-31 17:00:00+00:00,online
2026-07-31,2026-08-10 08:09:06+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-01 02:00:00+00:00,6904.3975,6904.3975,,2026-04-30 18:00:00+00:00,2026-07-31 17:00:00+00:00,online
2026-07-31,2026-08-10 08:09:06+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-01 03:00:00+00:00,6822.0475,6822.0475,,2026-04-30 18:00:00+00:00,2026-07-31 17:00:00+00:00,online
2026-07-31,2026-08-10 08:09:06+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-01 04:00:00+00:00,6982.675,6982.675,,2026-04-30 18:00:00+00:00,2026-07-31 17:00:00+00:00,online
2026-07-31,2026-08-10 08:09:06+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-01 05:00:00+00:00,7318.49,7318.49,,2026-04-30 18:00:00+00:00,2026-07-31 17:00:00+00:00,online
2026-07-31,2026-08-10 08:09:06+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-01 06:00:00+00:00,7579.18,7579.18,,2026-04-30 18:00:00+00:00,2026-07-31 17:00:00+00:00,online
2026-07-31,2026-08-10 08:09:06+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-01 07:00:00+00:00,7979.61,7979.61,,2026-04-30 18:00:00+00:00,2026-07-31 17:00:00+00:00,online
2026-07-31,2026-08-10 08:09:06+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-01 08:00:00+00:00,8390.9925,8390.9925,,2026-04-30 18:00:00+00:00,2026-07-31 17:00:00+00:00,online
2026-07-31,2026-08-10 08:09:06+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-01 09:00:00+00:00,8828.43,8828.43,,2026-04-30 18:00:00+00:00,2026-07-31 17:00:00+00:00,online
2026-07-31,2026-08-10 08:09:06+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-01 10:00:00+00:00,8819.8825,8819.8825,,2026-04-30 18:00:00+00:00,2026-07-31 17:00:00+00:00,online
2026-07-31,2026-08-10 08:09:06+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-01 11:00:00+00:00,8627.7975,8627.7975,,2026-04-30 18:00:00+00:00,2026-07-31 17:00:00+00:00,online
2026-07-31,2026-08-10 08:09:06+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-01 12:00:00+00:00,8475.717499999999,8475.717499999999,,2026-04-30 18:00:00+00:00,2026-07-31 17:00:00+00:00,online
2026-07-31,2026-08-10 08:09:06+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-01 13:00:00+00:00,8369.915,8369.915,,2026-04-30 18:00:00+00:00,2026-07-31 17:00:00+00:00,online
2026-07-31,2026-08-10 08:09:06+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-01 14:00:00+00:00,8161.6175,8161.6175,,2026-04-30 18:00:00+00:00,2026-07-31 17:00:00+00:00,online
2026-07-31,2026-08-10 08:09:06+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-01 15:00:00+00:00,8204.63,8204.63,,2026-04-30 18:00:00+00:00,2026-07-31 17:00:00+00:00,online
2026-07-31,2026-08-10 08:09:06+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-01 16:00:00+00:00,8300.9375,8300.9375,,2026-04-30 18:00:00+00:00,2026-07-31 17:00:00+00:00,online
2026-07-31,2026-08-10 08:09:06+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2026-08-01 17:00:00+00:00,8385.1525,8385.1525,,2026-04-30 18:00:00+00:00,2026-07-31 17:00:00+00:00,online
2026-07-31,2026-08-10 08:09:06+00:00,BE,load,persistence,Persistence,weekly_persistence,2208,2026-07-31 18:00:00+00:00,8105.8475,8963.305,,2026-04-30 18:00:00+00:00,2026-07-31 17:00:00+00:00,online
2026-07-31,2026-08-10 08:09:06+00:00,BE,load,persistence,Persistence,weekly_persistence,2208,2026-07-31 19:00:00+00:00,7955.31,8717.49,,2026-04-30 18:00:00+00:00,2026-07-31 17:00:00+00:00,online
2026-07-31,2026-08-10 08:09:06+00:00,BE,load,persistence,Persistence,weekly_persistence,2208,2026-07-31 20:00:00+00:00,7957.7975,8689.4475,,2026-04-30 18:00:00+00:00,2026-07-31 17:00:00+00:00,online
