source,run_date,run_at,zone,target,model,model_label,covariate_case,context_hours,timestamp,forecast_mw,actual_mw,tso_forecast_mw,context_start,context_end
historical_mock_realized,2025-12-22,2025-12-22 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-22 18:00:00+00:00,11671.875,10554.1675,,2025-09-21 18:00:00+00:00,2025-12-22 17:00:00+00:00
historical_mock_realized,2025-12-22,2025-12-22 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-22 19:00:00+00:00,11084.15,9934.2375,,2025-09-21 18:00:00+00:00,2025-12-22 17:00:00+00:00
historical_mock_realized,2025-12-22,2025-12-22 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-22 20:00:00+00:00,10526.7525,9631.0025,,2025-09-21 18:00:00+00:00,2025-12-22 17:00:00+00:00
historical_mock_realized,2025-12-22,2025-12-22 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-22 21:00:00+00:00,10372.345,9478.6375,,2025-09-21 18:00:00+00:00,2025-12-22 17:00:00+00:00
historical_mock_realized,2025-12-22,2025-12-22 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-22 22:00:00+00:00,10111.85,9263.6625,,2025-09-21 18:00:00+00:00,2025-12-22 17:00:00+00:00
historical_mock_realized,2025-12-22,2025-12-22 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-22 23:00:00+00:00,9667.9925,8993.79,,2025-09-21 18:00:00+00:00,2025-12-22 17:00:00+00:00
historical_mock_realized,2025-12-22,2025-12-22 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-23 00:00:00+00:00,7944.5725,8568.7575,,2025-09-21 18:00:00+00:00,2025-12-22 17:00:00+00:00
historical_mock_realized,2025-12-22,2025-12-22 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-23 01:00:00+00:00,7612.0325,8357.785,,2025-09-21 18:00:00+00:00,2025-12-22 17:00:00+00:00
historical_mock_realized,2025-12-22,2025-12-22 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-23 02:00:00+00:00,7447.365,8136.9175,,2025-09-21 18:00:00+00:00,2025-12-22 17:00:00+00:00
historical_mock_realized,2025-12-22,2025-12-22 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-23 03:00:00+00:00,7465.5475,8142.3625,,2025-09-21 18:00:00+00:00,2025-12-22 17:00:00+00:00
historical_mock_realized,2025-12-22,2025-12-22 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-23 04:00:00+00:00,7772.860000000001,8411.7125,,2025-09-21 18:00:00+00:00,2025-12-22 17:00:00+00:00
historical_mock_realized,2025-12-22,2025-12-22 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-23 05:00:00+00:00,8386.17,9120.5075,,2025-09-21 18:00:00+00:00,2025-12-22 17:00:00+00:00
historical_mock_realized,2025-12-22,2025-12-22 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-23 06:00:00+00:00,8910.09,9847.055,,2025-09-21 18:00:00+00:00,2025-12-22 17:00:00+00:00
historical_mock_realized,2025-12-22,2025-12-22 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-23 07:00:00+00:00,9674.44,10770.47,,2025-09-21 18:00:00+00:00,2025-12-22 17:00:00+00:00
historical_mock_realized,2025-12-22,2025-12-22 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-23 08:00:00+00:00,10125.2875,11172.01,,2025-09-21 18:00:00+00:00,2025-12-22 17:00:00+00:00
historical_mock_realized,2025-12-22,2025-12-22 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-23 09:00:00+00:00,10338.155,11229.3925,,2025-09-21 18:00:00+00:00,2025-12-22 17:00:00+00:00
historical_mock_realized,2025-12-22,2025-12-22 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-23 10:00:00+00:00,10435.4275,11271.875,,2025-09-21 18:00:00+00:00,2025-12-22 17:00:00+00:00
