source,run_date,run_at,zone,target,model,model_label,covariate_case,context_hours,timestamp,forecast_mw,actual_mw,tso_forecast_mw,context_start,context_end
historical_mock_realized,2025-12-18,2025-12-18 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-18 18:00:00+00:00,11288.7625,11147.5525,,2025-09-17 18:00:00+00:00,2025-12-18 17:00:00+00:00
historical_mock_realized,2025-12-18,2025-12-18 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-18 19:00:00+00:00,10641.7675,10703.815,,2025-09-17 18:00:00+00:00,2025-12-18 17:00:00+00:00
historical_mock_realized,2025-12-18,2025-12-18 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-18 20:00:00+00:00,10047.3325,10221.7075,,2025-09-17 18:00:00+00:00,2025-12-18 17:00:00+00:00
historical_mock_realized,2025-12-18,2025-12-18 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-18 21:00:00+00:00,9926.0725,9895.165,,2025-09-17 18:00:00+00:00,2025-12-18 17:00:00+00:00
historical_mock_realized,2025-12-18,2025-12-18 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-18 22:00:00+00:00,9668.695,9614.25,,2025-09-17 18:00:00+00:00,2025-12-18 17:00:00+00:00
historical_mock_realized,2025-12-18,2025-12-18 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-18 23:00:00+00:00,9393.265,9046.01,,2025-09-17 18:00:00+00:00,2025-12-18 17:00:00+00:00
historical_mock_realized,2025-12-18,2025-12-18 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-19 00:00:00+00:00,9036.49,8637.39,,2025-09-17 18:00:00+00:00,2025-12-18 17:00:00+00:00
historical_mock_realized,2025-12-18,2025-12-18 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-19 01:00:00+00:00,8646.3625,8334.345000000001,,2025-09-17 18:00:00+00:00,2025-12-18 17:00:00+00:00
historical_mock_realized,2025-12-18,2025-12-18 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-19 02:00:00+00:00,8509.755000000001,8249.9725,,2025-09-17 18:00:00+00:00,2025-12-18 17:00:00+00:00
historical_mock_realized,2025-12-18,2025-12-18 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-19 03:00:00+00:00,8505.64,8290.3075,,2025-09-17 18:00:00+00:00,2025-12-18 17:00:00+00:00
historical_mock_realized,2025-12-18,2025-12-18 18:00:00+00:00,BE,load,tso_reference,TSO forecast,tso_forecast,2208,2025-12-19 04:00:00+00:00,8941.305,8561.0975,,2025-09-17 18:00:00+00:00,2025-12-18 17:00:00+00:00
