checked_at,run_date,rows,seconds,status,message
2026-09-18T20:32:30+00:00,2026-08-14,288,48.494,complete,complete 12 groups x 24 hours
2026-09-18T20:32:59+00:00,2026-08-15,288,29.616,complete,complete 12 groups x 24 hours
