run_date,rows,seconds,status,message
2026-07-28,288,60.834,ok,
2026-07-29,288,63.632,ok,
2026-07-30,288,66.673,ok,
2026-07-31,288,59.477,ok,
2026-08-01,288,62.404,ok,
2026-08-02,288,64.706,ok,
2026-08-03,288,66.616,ok,
2026-08-04,288,69.944,ok,
2026-08-05,288,66.471,ok,
2026-08-06,288,67.335,ok,
