run_date,rows,seconds,status,message
2026-08-30,1152,,ok,Repaired missing forecast rows after ENTSO-E archive snapshot coverage fix; Plotly gap connection disabled.
2026-08-31,1152,,ok,Repaired missing forecast rows after ENTSO-E archive snapshot coverage fix; Plotly gap connection disabled.
2026-09-01,1152,,ok,Repaired missing forecast rows after ENTSO-E archive snapshot coverage fix; Plotly gap connection disabled.
2026-09-02,1152,,ok,Repaired missing forecast rows after ENTSO-E archive snapshot coverage fix; Plotly gap connection disabled.
2026-09-03,1152,,ok,Repaired missing forecast rows after ENTSO-E archive snapshot coverage fix; Plotly gap connection disabled.
2026-09-04,1152,,ok,Repaired missing forecast rows after ENTSO-E archive snapshot coverage fix; Plotly gap connection disabled.
2026-09-05,1152,,ok,Repaired missing forecast rows after ENTSO-E archive snapshot coverage fix; Plotly gap connection disabled.
